"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Norway (NO)","01.04.2024 12:00 - 01.04.2024 13:00 (CET/CEST)","0","n/e","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","168","","3219","9432","n/e","n/e","0","14","n/e","52","n/e","1415"
"Norway (NO)","01.04.2024 13:00 - 01.04.2024 14:00 (CET/CEST)","0","n/e","n/e","n/e","203","n/e","n/e","n/e","n/e","n/e","165","","3184","8659","n/e","n/e","0","17","n/e","53","n/e","1391"
"Norway (NO)","01.04.2024 14:00 - 01.04.2024 15:00 (CET/CEST)","0","n/e","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","58","","3181","7005","n/e","n/e","0","20","n/e","59","n/e","1312"
"Norway (NO)","01.04.2024 15:00 - 01.04.2024 16:00 (CET/CEST)","0","n/e","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","57","","3163","6275","n/e","n/e","0","16","n/e","57","n/e","1237"
"Norway (NO)","01.04.2024 16:00 - 01.04.2024 17:00 (CET/CEST)","0","n/e","n/e","n/e","203","n/e","n/e","n/e","n/e","n/e","58","","3127","7207","n/e","n/e","0","20","n/e","57","n/e","1170"
"Norway (NO)","01.04.2024 17:00 - 01.04.2024 18:00 (CET/CEST)","0","n/e","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","73","","3137","7195","n/e","n/e","0","18","n/e","59","n/e","1140"
"Norway (NO)","01.04.2024 18:00 - 01.04.2024 19:00 (CET/CEST)","0","n/e","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","157","","3179","9131","n/e","n/e","0","22","n/e","60","n/e","1207"
"Norway (NO)","01.04.2024 19:00 - 01.04.2024 20:00 (CET/CEST)","0","n/e","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","170","","3216","11191","n/e","n/e","0","21","n/e","52","n/e","1250"
"Norway (NO)","01.04.2024 20:00 - 01.04.2024 21:00 (CET/CEST)","0","n/e","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","167","","3225","10988","n/e","n/e","0","19","n/e","54","n/e","1390"
"Norway (NO)","01.04.2024 21:00 - 01.04.2024 22:00 (CET/CEST)","0","n/e","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","150","","3207","8945","n/e","n/e","0","19","n/e","53","n/e","1491"
"Norway (NO)","01.04.2024 22:00 - 01.04.2024 23:00 (CET/CEST)","0","n/e","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","58","","3172","8037","n/e","n/e","0","22","n/e","54","n/e","1555"
"Norway (NO)","01.04.2024 23:00 - 02.04.2024 00:00 (CET/CEST)","0","n/e","n/e","n/e","207","n/e","n/e","n/e","n/e","n/e","57","","3122","6580","n/e","n/e","0","21","n/e","51","n/e","1706"
"Norway (NO)","02.04.2024 00:00 - 02.04.2024 01:00 (CET/CEST)","0","n/e","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","57","","3132","5369","n/e","n/e","0","17","n/e","42","n/e","1772"
"Norway (NO)","02.04.2024 01:00 - 02.04.2024 02:00 (CET/CEST)","0","n/e","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","56","","3069","4523","n/e","n/e","0","19","n/e","44","n/e","1742"
"Norway (NO)","02.04.2024 02:00 - 02.04.2024 03:00 (CET/CEST)","0","n/e","n/e","n/e","203","n/e","n/e","n/e","n/e","n/e","56","","3009","4139","n/e","n/e","0","21","n/e","41","n/e","1638"
"Norway (NO)","02.04.2024 03:00 - 02.04.2024 04:00 (CET/CEST)","0","n/e","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","58","","3012","4186","n/e","n/e","0","20","n/e","43","n/e","1562"
"Norway (NO)","02.04.2024 04:00 - 02.04.2024 05:00 (CET/CEST)","0","n/e","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","58","","2993","4486","n/e","n/e","0","21","n/e","43","n/e","1587"
"Norway (NO)","02.04.2024 05:00 - 02.04.2024 06:00 (CET/CEST)","0","n/e","n/e","n/e","203","n/e","n/e","n/e","n/e","n/e","57","","2993","6279","n/e","n/e","0","20","n/e","42","n/e","1567"
"Norway (NO)","02.04.2024 06:00 - 02.04.2024 07:00 (CET/CEST)","0","n/e","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","57","","3057","9873","n/e","n/e","0","25","n/e","41","n/e","1548"
"Norway (NO)","02.04.2024 07:00 - 02.04.2024 08:00 (CET/CEST)","0","n/e","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","57","","3123","12443","n/e","n/e","0","26","n/e","40","n/e","1577"
"Norway (NO)","02.04.2024 08:00 - 02.04.2024 09:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","254","","3176","13716","n/e","n/e","0","30","n/e","41","n/e","1414"
"Norway (NO)","02.04.2024 09:00 - 02.04.2024 10:00 (CET/CEST)","0","n/e","n/e","n/e","210","n/e","n/e","n/e","n/e","n/e","153","","3082","11816","n/e","n/e","0","21","n/e","43","n/e","1436"
"Norway (NO)","02.04.2024 10:00 - 02.04.2024 11:00 (CET/CEST)","0","n/e","n/e","n/e","210","n/e","n/e","n/e","n/e","n/e","57","","3035","9396","n/e","n/e","0","17","n/e","46","n/e","1426"
"Norway (NO)","02.04.2024 11:00 - 02.04.2024 12:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","44","","3001","8953","n/e","n/e","0","14","n/e","44","n/e","1409"
"Norway (NO)","02.04.2024 12:00 - 02.04.2024 13:00 (CET/CEST)","0","n/e","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","44","","2991","9237","n/e","n/e","0","22","n/e","46","n/e","1328"
"Norway (NO)","02.04.2024 13:00 - 02.04.2024 14:00 (CET/CEST)","0","n/e","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","44","","3014","9216","n/e","n/e","0","15","n/e","48","n/e","1284"
"Norway (NO)","02.04.2024 14:00 - 02.04.2024 15:00 (CET/CEST)","0","n/e","n/e","n/e","207","n/e","n/e","n/e","n/e","n/e","44","","3018","8930","n/e","n/e","0","14","n/e","49","n/e","1344"
"Norway (NO)","02.04.2024 15:00 - 02.04.2024 16:00 (CET/CEST)","0","n/e","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","44","","3030","8807","n/e","n/e","0","20","n/e","49","n/e","1453"
"Norway (NO)","02.04.2024 16:00 - 02.04.2024 17:00 (CET/CEST)","0","n/e","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","44","","3015","9542","n/e","n/e","0","17","n/e","50","n/e","1554"
"Norway (NO)","02.04.2024 17:00 - 02.04.2024 18:00 (CET/CEST)","0","n/e","n/e","n/e","206","n/e","n/e","n/e","n/e","n/e","44","","3059","10979","n/e","n/e","0","22","n/e","46","n/e","1602"
"Norway (NO)","02.04.2024 18:00 - 02.04.2024 19:00 (CET/CEST)","0","n/e","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","123","","3114","13605","n/e","n/e","0","24","n/e","45","n/e","1653"
"Norway (NO)","02.04.2024 19:00 - 02.04.2024 20:00 (CET/CEST)","0","n/e","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","155","","3093","14943","n/e","n/e","0","16","n/e","46","n/e","1570"
"Norway (NO)","02.04.2024 20:00 - 02.04.2024 21:00 (CET/CEST)","0","n/e","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","189","","3137","15683","n/e","n/e","0","24","n/e","46","n/e","1426"
"Norway (NO)","02.04.2024 21:00 - 02.04.2024 22:00 (CET/CEST)","0","n/e","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","282","","3132","16177","n/e","n/e","0","16","n/e","47","n/e","1328"
"Norway (NO)","02.04.2024 22:00 - 02.04.2024 23:00 (CET/CEST)","0","n/e","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","209","","3073","15552","n/e","n/e","0","25","n/e","47","n/e","1327"
"Norway (NO)","02.04.2024 23:00 - 03.04.2024 00:00 (CET/CEST)","0","n/e","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","210","","3059","15052","n/e","n/e","0","13","n/e","47","n/e","1176"
"Norway (NO)","03.04.2024 00:00 - 03.04.2024 01:00 (CET/CEST)","0","n/e","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","203","","3105","14691","n/e","n/e","0","18","n/e","44","n/e","1056"
"Norway (NO)","03.04.2024 01:00 - 03.04.2024 02:00 (CET/CEST)","0","n/e","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","201","","3125","13923","n/e","n/e","0","23","n/e","46","n/e","1036"
"Norway (NO)","03.04.2024 02:00 - 03.04.2024 03:00 (CET/CEST)","0","n/e","n/e","n/e","207","n/e","n/e","n/e","n/e","n/e","208","","3130","13547","n/e","n/e","0","22","n/e","45","n/e","1109"
"Norway (NO)","03.04.2024 03:00 - 03.04.2024 04:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","213","","3094","13325","n/e","n/e","0","20","n/e","45","n/e","1266"
"Norway (NO)","03.04.2024 04:00 - 03.04.2024 05:00 (CET/CEST)","0","n/e","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","208","","3074","13275","n/e","n/e","0","20","n/e","46","n/e","1219"
"Norway (NO)","03.04.2024 05:00 - 03.04.2024 06:00 (CET/CEST)","0","n/e","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","207","","3077","13539","n/e","n/e","0","17","n/e","46","n/e","1209"
"Norway (NO)","03.04.2024 06:00 - 03.04.2024 07:00 (CET/CEST)","0","n/e","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","281","","3112","14880","n/e","n/e","0","16","n/e","45","n/e","1160"
"Norway (NO)","03.04.2024 07:00 - 03.04.2024 08:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","435","","3161","16389","n/e","n/e","0","18","n/e","41","n/e","1185"
"Norway (NO)","03.04.2024 08:00 - 03.04.2024 09:00 (CET/CEST)","0","n/e","n/e","n/e","206","n/e","n/e","n/e","n/e","n/e","434","","3189","16181","n/e","n/e","0","25","n/e","39","n/e","1152"
"Norway (NO)","03.04.2024 09:00 - 03.04.2024 10:00 (CET/CEST)","0","n/e","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","432","","3162","16319","n/e","n/e","0","22","n/e","37","n/e","1174"
"Norway (NO)","03.04.2024 10:00 - 03.04.2024 11:00 (CET/CEST)","0","n/e","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","433","","3145","15501","n/e","n/e","0","20","n/e","38","n/e","1236"
"Norway (NO)","03.04.2024 11:00 - 03.04.2024 12:00 (CET/CEST)","0","n/e","n/e","n/e","207","n/e","n/e","n/e","n/e","n/e","541","","3152","16028","n/e","n/e","0","20","n/e","39","n/e","1149"
"Norway (NO)","03.04.2024 12:00 - 03.04.2024 13:00 (CET/CEST)","0","n/e","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","571","","3163","16998","n/e","n/e","0","24","n/e","38","n/e","997"
"Norway (NO)","03.04.2024 13:00 - 03.04.2024 14:00 (CET/CEST)","0","n/e","n/e","n/e","206","n/e","n/e","n/e","n/e","n/e","719","","3159","16835","n/e","n/e","0","20","n/e","36","n/e","915"
"Norway (NO)","03.04.2024 14:00 - 03.04.2024 15:00 (CET/CEST)","0","n/e","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","459","","3159","16301","n/e","n/e","0","25","n/e","36","n/e","922"
"Norway (NO)","03.04.2024 15:00 - 03.04.2024 16:00 (CET/CEST)","0","n/e","n/e","n/e","203","n/e","n/e","n/e","n/e","n/e","424","","3129","16197","n/e","n/e","0","23","n/e","35","n/e","985"
"Norway (NO)","03.04.2024 16:00 - 03.04.2024 17:00 (CET/CEST)","0","n/e","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","422","","3127","16508","n/e","n/e","0","19","n/e","38","n/e","1116"
"Norway (NO)","03.04.2024 17:00 - 03.04.2024 18:00 (CET/CEST)","0","n/e","n/e","n/e","206","n/e","n/e","n/e","n/e","n/e","420","","3143","16595","n/e","n/e","0","32","n/e","34","n/e","1251"
"Norway (NO)","03.04.2024 18:00 - 03.04.2024 19:00 (CET/CEST)","0","n/e","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","436","","3218","17345","n/e","n/e","0","32","n/e","36","n/e","1478"
"Norway (NO)","03.04.2024 19:00 - 03.04.2024 20:00 (CET/CEST)","0","n/e","n/e","n/e","206","n/e","n/e","n/e","n/e","n/e","589","","3192","17518","n/e","n/e","0","33","n/e","39","n/e","1734"
"Norway (NO)","03.04.2024 20:00 - 03.04.2024 21:00 (CET/CEST)","0","n/e","n/e","n/e","207","n/e","n/e","n/e","n/e","n/e","534","","3167","17412","n/e","n/e","0","12","n/e","40","n/e","1873"
"Norway (NO)","03.04.2024 21:00 - 03.04.2024 22:00 (CET/CEST)","0","n/e","n/e","n/e","207","n/e","n/e","n/e","n/e","n/e","488","","3128","17007","n/e","n/e","0","11","n/e","40","n/e","2098"
"Norway (NO)","03.04.2024 22:00 - 03.04.2024 23:00 (CET/CEST)","0","n/e","n/e","n/e","207","n/e","n/e","n/e","n/e","n/e","339","","3071","16654","n/e","n/e","0","29","n/e","42","n/e","2217"
"Norway (NO)","03.04.2024 23:00 - 04.04.2024 00:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","249","","3073","13982","n/e","n/e","0","27","n/e","42","n/e","2301"
"Norway (NO)","04.04.2024 00:00 - 04.04.2024 01:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","209","","3038","13146","n/e","n/e","0","8","n/e","42","n/e","2349"
"Norway (NO)","04.04.2024 01:00 - 04.04.2024 02:00 (CET/CEST)","0","n/e","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","205","","3040","11465","n/e","n/e","0","19","n/e","44","n/e","2479"
"Norway (NO)","04.04.2024 02:00 - 04.04.2024 03:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","201","","3004","10941","n/e","n/e","0","17","n/e","42","n/e","2531"
"Norway (NO)","04.04.2024 03:00 - 04.04.2024 04:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","199","","3000","11682","n/e","n/e","0","14","n/e","42","n/e","2473"
"Norway (NO)","04.04.2024 04:00 - 04.04.2024 05:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","197","","3019","12229","n/e","n/e","0","22","n/e","41","n/e","2450"
"Norway (NO)","04.04.2024 05:00 - 04.04.2024 06:00 (CET/CEST)","0","n/e","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","199","","3059","13536","n/e","n/e","0","16","n/e","41","n/e","2476"
"Norway (NO)","04.04.2024 06:00 - 04.04.2024 07:00 (CET/CEST)","0","n/e","n/e","n/e","210","n/e","n/e","n/e","n/e","n/e","418","","3086","16212","n/e","n/e","0","18","n/e","41","n/e","2512"
"Norway (NO)","04.04.2024 07:00 - 04.04.2024 08:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","491","","3070","17591","n/e","n/e","0","20","n/e","41","n/e","2477"
"Norway (NO)","04.04.2024 08:00 - 04.04.2024 09:00 (CET/CEST)","0","n/e","n/e","n/e","210","n/e","n/e","n/e","n/e","n/e","527","","3074","18011","n/e","n/e","0","18","n/e","41","n/e","2576"
"Norway (NO)","04.04.2024 09:00 - 04.04.2024 10:00 (CET/CEST)","0","n/e","n/e","n/e","210","n/e","n/e","n/e","n/e","n/e","522","","3066","17294","n/e","n/e","0","19","n/e","41","n/e","2594"
"Norway (NO)","04.04.2024 10:00 - 04.04.2024 11:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","477","","3052","16382","n/e","n/e","0","0","n/e","40","n/e","2668"
"Norway (NO)","04.04.2024 11:00 - 04.04.2024 12:00 (CET/CEST)","0","n/e","n/e","n/e","210","n/e","n/e","n/e","n/e","n/e","338","","2980","15487","n/e","n/e","0","2","n/e","41","n/e","2713"
"Norway (NO)","04.04.2024 12:00 - 04.04.2024 13:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","360","","2978","15035","n/e","n/e","0","0","n/e","40","n/e","2753"
"Norway (NO)","04.04.2024 13:00 - 04.04.2024 14:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","355","","2967","13863","n/e","n/e","0","0","n/e","40","n/e","2689"
"Norway (NO)","04.04.2024 14:00 - 04.04.2024 15:00 (CET/CEST)","0","n/e","n/e","n/e","206","n/e","n/e","n/e","n/e","n/e","329","","2950","13054","n/e","n/e","0","4","n/e","39","n/e","2631"
"Norway (NO)","04.04.2024 15:00 - 04.04.2024 16:00 (CET/CEST)","0","n/e","n/e","n/e","203","n/e","n/e","n/e","n/e","n/e","326","","3006","12933","n/e","n/e","0","3","n/e","38","n/e","2639"
"Norway (NO)","04.04.2024 16:00 - 04.04.2024 17:00 (CET/CEST)","0","n/e","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","361","","3010","13204","n/e","n/e","0","0","n/e","41","n/e","2684"
"Norway (NO)","04.04.2024 17:00 - 04.04.2024 18:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","554","","3041","14765","n/e","n/e","0","0","n/e","39","n/e","2702"
"Norway (NO)","04.04.2024 18:00 - 04.04.2024 19:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","563","","3078","15453","n/e","n/e","0","0","n/e","40","n/e","2701"
"Norway (NO)","04.04.2024 19:00 - 04.04.2024 20:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","555","","3046","16469","n/e","n/e","0","28","n/e","41","n/e","2721"
"Norway (NO)","04.04.2024 20:00 - 04.04.2024 21:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","593","","3048","16272","n/e","n/e","0","28","n/e","42","n/e","2766"
"Norway (NO)","04.04.2024 21:00 - 04.04.2024 22:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","519","","3048","16007","n/e","n/e","0","28","n/e","42","n/e","2823"
"Norway (NO)","04.04.2024 22:00 - 04.04.2024 23:00 (CET/CEST)","0","n/e","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","409","","3004","14523","n/e","n/e","0","28","n/e","43","n/e","2581"
"Norway (NO)","04.04.2024 23:00 - 05.04.2024 00:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","393","","3004","13119","n/e","n/e","0","23","n/e","41","n/e","2425"
"Norway (NO)","05.04.2024 00:00 - 05.04.2024 01:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","212","","2924","11921","n/e","n/e","0","20","n/e","42","n/e","2220"
"Norway (NO)","05.04.2024 01:00 - 05.04.2024 02:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","200","","2920","10494","n/e","n/e","0","25","n/e","45","n/e","2089"
"Norway (NO)","05.04.2024 02:00 - 05.04.2024 03:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","200","","2914","9786","n/e","n/e","0","26","n/e","43","n/e","1934"
"Norway (NO)","05.04.2024 03:00 - 05.04.2024 04:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","194","","2891","9859","n/e","n/e","0","27","n/e","44","n/e","1890"
"Norway (NO)","05.04.2024 04:00 - 05.04.2024 05:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","182","","2861","9341","n/e","n/e","0","28","n/e","43","n/e","1821"
"Norway (NO)","05.04.2024 05:00 - 05.04.2024 06:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","199","","2909","11087","n/e","n/e","0","26","n/e","42","n/e","1817"
"Norway (NO)","05.04.2024 06:00 - 05.04.2024 07:00 (CET/CEST)","0","n/e","n/e","n/e","210","n/e","n/e","n/e","n/e","n/e","221","","2924","13793","n/e","n/e","0","25","n/e","42","n/e","1836"
"Norway (NO)","05.04.2024 07:00 - 05.04.2024 08:00 (CET/CEST)","0","n/e","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","263","","3006","15693","n/e","n/e","0","27","n/e","42","n/e","1850"
"Norway (NO)","05.04.2024 08:00 - 05.04.2024 09:00 (CET/CEST)","0","n/e","n/e","n/e","211","n/e","n/e","n/e","n/e","n/e","309","","3041","17009","n/e","n/e","0","26","n/e","42","n/e","1708"
"Norway (NO)","05.04.2024 09:00 - 05.04.2024 10:00 (CET/CEST)","0","n/e","n/e","n/e","211","n/e","n/e","n/e","n/e","n/e","257","","2977","16401","n/e","n/e","0","26","n/e","41","n/e","1648"
"Norway (NO)","05.04.2024 10:00 - 05.04.2024 11:00 (CET/CEST)","0","n/e","n/e","n/e","211","n/e","n/e","n/e","n/e","n/e","215","","2911","14252","n/e","n/e","0","26","n/e","40","n/e","1702"
"Norway (NO)","05.04.2024 11:00 - 05.04.2024 12:00 (CET/CEST)","0","n/e","n/e","n/e","210","n/e","n/e","n/e","n/e","n/e","195","","2914","12098","n/e","n/e","0","26","n/e","38","n/e","1781"
"Norway (NO)","05.04.2024 12:00 - 05.04.2024 13:00 (CET/CEST)","0","n/e","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","99","","2908","10429","n/e","n/e","0","30","n/e","33","n/e","1703"
"Norway (NO)","05.04.2024 13:00 - 05.04.2024 14:00 (CET/CEST)","0","n/e","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","104","","2891","9184","n/e","n/e","0","27","n/e","35","n/e","1611"
"Norway (NO)","05.04.2024 14:00 - 05.04.2024 15:00 (CET/CEST)","0","n/e","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","107","","2813","9105","n/e","n/e","0","26","n/e","35","n/e","1869"
"Norway (NO)","05.04.2024 15:00 - 05.04.2024 16:00 (CET/CEST)","0","n/e","n/e","n/e","203","n/e","n/e","n/e","n/e","n/e","87","","2820","9137","n/e","n/e","0","26","n/e","35","n/e","2024"
"Norway (NO)","05.04.2024 16:00 - 05.04.2024 17:00 (CET/CEST)","0","n/e","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","70","","2844","9258","n/e","n/e","0","21","n/e","35","n/e","1862"
"Norway (NO)","05.04.2024 17:00 - 05.04.2024 18:00 (CET/CEST)","0","n/e","n/e","n/e","206","n/e","n/e","n/e","n/e","n/e","69","","2869","11092","n/e","n/e","0","27","n/e","38","n/e","1793"
"Norway (NO)","05.04.2024 18:00 - 05.04.2024 19:00 (CET/CEST)","0","n/e","n/e","n/e","203","n/e","n/e","n/e","n/e","n/e","137","","2878","12961","n/e","n/e","0","29","n/e","38","n/e","1708"
"Norway (NO)","05.04.2024 19:00 - 05.04.2024 20:00 (CET/CEST)","0","n/e","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","191","","2909","16048","n/e","n/e","0","29","n/e","36","n/e","1637"
"Norway (NO)","05.04.2024 20:00 - 05.04.2024 21:00 (CET/CEST)","0","n/e","n/e","n/e","207","n/e","n/e","n/e","n/e","n/e","201","","2911","17168","n/e","n/e","0","28","n/e","37","n/e","1512"
"Norway (NO)","05.04.2024 21:00 - 05.04.2024 22:00 (CET/CEST)","0","n/e","n/e","n/e","207","n/e","n/e","n/e","n/e","n/e","205","","2913","16613","n/e","n/e","0","32","n/e","35","n/e","1218"
"Norway (NO)","05.04.2024 22:00 - 05.04.2024 23:00 (CET/CEST)","0","n/e","n/e","n/e","207","n/e","n/e","n/e","n/e","n/e","209","","2882","14733","n/e","n/e","0","30","n/e","35","n/e","1067"
"Norway (NO)","05.04.2024 23:00 - 06.04.2024 00:00 (CET/CEST)","0","n/e","n/e","n/e","207","n/e","n/e","n/e","n/e","n/e","205","","2877","12456","n/e","n/e","0","20","n/e","33","n/e","1027"
"Norway (NO)","06.04.2024 00:00 - 06.04.2024 01:00 (CET/CEST)","0","n/e","n/e","n/e","207","n/e","n/e","n/e","n/e","n/e","173","","2856","10414","n/e","n/e","0","26","n/e","28","n/e","1007"
"Norway (NO)","06.04.2024 01:00 - 06.04.2024 02:00 (CET/CEST)","0","n/e","n/e","n/e","207","n/e","n/e","n/e","n/e","n/e","195","","2828","10329","n/e","n/e","0","27","n/e","29","n/e","985"
"Norway (NO)","06.04.2024 02:00 - 06.04.2024 03:00 (CET/CEST)","0","n/e","n/e","n/e","207","n/e","n/e","n/e","n/e","n/e","195","","2825","10233","n/e","n/e","0","27","n/e","29","n/e","915"
"Norway (NO)","06.04.2024 03:00 - 06.04.2024 04:00 (CET/CEST)","0","n/e","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","197","","2821","10397","n/e","n/e","0","24","n/e","28","n/e","830"
"Norway (NO)","06.04.2024 04:00 - 06.04.2024 05:00 (CET/CEST)","0","n/e","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","197","","2846","11139","n/e","n/e","0","29","n/e","27","n/e","811"
"Norway (NO)","06.04.2024 05:00 - 06.04.2024 06:00 (CET/CEST)","0","n/e","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","204","","2841","12289","n/e","n/e","0","30","n/e","26","n/e","773"
"Norway (NO)","06.04.2024 06:00 - 06.04.2024 07:00 (CET/CEST)","0","n/e","n/e","n/e","203","n/e","n/e","n/e","n/e","n/e","213","","2842","12925","n/e","n/e","0","29","n/e","25","n/e","756"
"Norway (NO)","06.04.2024 07:00 - 06.04.2024 08:00 (CET/CEST)","0","n/e","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","214","","2917","14376","n/e","n/e","0","30","n/e","26","n/e","776"
"Norway (NO)","06.04.2024 08:00 - 06.04.2024 09:00 (CET/CEST)","0","n/e","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","213","","2857","13530","n/e","n/e","0","18","n/e","29","n/e","868"
"Norway (NO)","06.04.2024 09:00 - 06.04.2024 10:00 (CET/CEST)","0","n/e","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","209","","2849","11135","n/e","n/e","0","30","n/e","29","n/e","932"
"Norway (NO)","06.04.2024 10:00 - 06.04.2024 11:00 (CET/CEST)","0","n/e","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","200","","2826","9777","n/e","n/e","0","30","n/e","27","n/e","1010"
